wanted,position,positionid,from,start,end
Q220579,Minister of Finance,Q12908644,Q30149722,2017-06-01,2019-06-26
Q1363047,ambassador to the United States of America,Q16147176,Q12288374,2002-12-01,2006-07-06
Q3408893,Minister of Defence,Q12755495,Q2529738,2002-11-01,2004-12-17
