item,itemLabel,startDate,endDate,psid
Q104847128,Данела Арсовска,2021-10-31,,Q104847128-20286ff2-4ad9-9f6d-1b40-44fa5d8cd038
Q12282075,Йове Кекеновски,1995-01-01,1996-01-01,Q12282075-9B4125A1-2DBE-4AAF-807E-A412536EF135
Q12283938,Коце Траяновски,2009-01-01,2017-01-01,Q12283938-95A5794D-24E7-4B72-8BF2-3078F571D93D
Q12286695,Милан Талевски,1991-01-01,1993-01-01,Q12286695-0AFDEDF9-1049-44AD-9F48-8814B6AB1444
Q12292416,Ристо Пенов,1996-01-01,2005-01-01,Q12292416-A3F00C29-8850-4748-B44F-F0F20188E0DD
Q30319680,Горан Николовски,1993-01-01,1995-01-01,Q30319680-7EE42AF3-05C8-465B-BAE6-05193379B4B7
Q3397286,Трифун Костовски,2005-01-01,2009-01-01,Q3397286-3DA6A9B3-A483-4522-BD3F-60737F7E41C3
Q46996713,Петре Шилегов,2017-10-15,2021-10-31,Q46996713-99074953-4697-8b1a-cd90-da78a4da0928
